avg_total_unique_words,median_avg_total_unique_words,std_avg_total_unique_words,cv_avg_total_unique_words,avg_total_words,median_avg_total_words,std_avg_total_words,cv_avg_total_words,avg_total_names,median_avg_total_names,std_avg_total_names,cv_avg_total_names,avg_total_slangs,median_avg_total_slangs,std_avg_total_slangs,cv_avg_total_slangs,avg_total_curse_words,median_avg_total_curse_words,std_avg_total_curse_words,cv_avg_total_curse_words,avg_num_verses,median_avg_num_verses,std_avg_num_verses,cv_avg_num_verses,avg_num_lines,median_avg_num_lines,std_avg_num_lines,cv_avg_num_lines,avg_num_characters,median_avg_num_characters,std_avg_num_characters,cv_avg_num_characters,avg_avg_verse_length,median_avg_avg_verse_length,std_avg_avg_verse_length,cv_avg_avg_verse_length,avg_avg_line_length,median_avg_avg_line_length,std_avg_avg_line_length,cv_avg_avg_line_length,avg_avg_word_length,median_avg_avg_word_length,std_avg_avg_word_length,cv_avg_avg_word_length,summed_predicted_curse_words,summed_predicted_slang_words,summed_predicted_names,summed_word_frequency,found_albums_names_refs,found_songs_names_refs,total_sentiment,average_named_entities
292.17,287.79,23.76,8.13,752.23,781.93,123.97,16.48,4.9,4.38,2.91,59.33,19.89,19.85,7.54,37.89,17.75,17.07,6.09,34.32,7.41,7.2,1.01,13.57,92.7,94.0,13.06,14.09,2736.82,2801.36,422.92,15.45,13.37,13.28,1.53,11.44,8.28,8.36,0.47,5.74,4.49,4.46,0.08,1.82,"{'shit': 309, 'fuck': 242, 'ass': 135, 'hit': 90, 'bitch': 85, 'kill': 84, 'Fuck': 76, 'damn': 54, 'dick': 49, 'niggas': 44, 'drugs': 41, 'Cum': 40, 'nigga': 38, 'shot': 37, 'fucked': 36, 'hell': 27, 'fucking': 27, 'bitches': 27, 'shoot': 25, 'murder': 24, 'fat': 23, 'motherfucker': 21, 'suck': 19, 'weed': 19, 'crack': 19, 'stupid': 17, 'smoke': 17, 'gun': 15, 'nuts': 13, 'bullshit': 13}","{""fuckin'"": 170, ""nothin'"": 55, ""motherfuckin'"": 55, ""gettin'"": 45, 'niggas': 44, 'nigga': 38, ""goin'"": 38, ""comin'"": 36, ""sayin',"": 36, ""havin'"": 35, ""tryin'"": 35, ""bein'"": 34, ""somethin'"": 34, ""Sayin',"": 32, ""feelin'"": 28, ""makin'"": 26, ""playin'"": 25, ""sayin'?"": 25, ""takin'"": 22, ""sayin'"": 20, ""livin'"": 19, ""talkin'"": 19, ""Fuckin'"": 17, ""searchin',"": 16, ""doin'"": 15, ""screamin'"": 15, ""tellin'"": 15, ""poppin'"": 14, ""Talkin'"": 13, ""runnin'"": 13}","{'Shady': 110, 'Slim': 98, 'heart': 32, 'Dre': 30, 'kiss': 28, 'mom': 21, 'Hailie': 21, 'Eminem': 20, 'Mama': 20, 'Kim': 17, '2Pac': 15, 'Marshall': 14, 'Bizarre': 10, 'Mom': 10, 'rush': 10, 'bones': 10, 'Mathers': 9, 'twice': 9, 'D12': 8, 'Journey': 6, 'king': 6, 'mama': 6, 'grey': 6, 'train': 5, 'Proof': 4, 'Nas': 4, 'Elvis': 4, 'sue': 4, 'Dave': 4, 'john': 4}","{'i': 4807, 'you': 3458, 'the': 3005, 'and': 2430, 'to': 2220, 'a': 2161, 'it': 1791, 'me': 1418, 'my': 1272, 'in': 1109, 'of': 1085, 'that': 1075, 'do': 997, 'your': 882, 'on': 820, 'just': 797, 'with': 787, 'this': 750, 'up': 691, 'like': 687, 'we': 659, 'is': 640, 'so': 623, 'but': 620, 'be': 585, 'get': 573, 'for': 570, 'what': 525, 'got': 522, 'all': 477}","['Singles', 'D12', 'The Eminem Show', 'Infinite', 'Soul Intent', 'Bad Meets Evil', 'Kamikaze', 'Relapse']","['Wanksta', 'Desperados', 'Drips', 'Big Weenie', 'My Name Is', 'Not Afraid', 'Tonite', 'Kill You', 'Stepdad', 'Fattest Skinny Kid Alive', 'Monkey See, Monkey Do', 'The Way I Am', 'Square Dance', 'Business', 'Evil Deeds', 'Murder, Murder', 'Insane', 'Rain Man', 'Open Mic', 'Till Hell Freezes Over', 'Backstabber', 'Guilty Conscience', 'Never Enough', 'If I Had', 'Filthy', 'Higher', 'Underground', 'Foolish Pride', 'In Your Head', 'Hello', 'Bump Heads', 'Framed', 'Darkness', 'Marshall Mathers', 'Criminal', 'These Demons', 'Venom', 'Amityville', 'Infinite', 'Searchin', 'Crazy in Love', 'On Fire', '8 Mile', 'Mockingbird', 'Say What You Say', '313', 'Like Toy Soldiers', 'Rock Bottom', 'Bad Influence', 'White America', 'Without Me', 'As the World Turns', 'The Kids', 'Just Lose It', 'Superman', 'Any Man', 'Love You More', 'Stan', 'The Real Slim Shady', 'We As Americans', 'Gnat', 'Fall', 'I Will', 'Puke', 'My Mom', 'Marsh', 'Spend Some Time', 'Our House', 'Fuel', 'Bad Meets Evil', 'Heat', 'So Bad', 'Kamikaze', 'My Fault', 'Beautiful', 'Evil', 'Ass Like That', 'Bully', 'Need Me', 'Cum on Everybody', 'Maxine', 'I Remember', ""Cleanin' Out My Closet"", 'Killer', 'Role Model', 'When the Music Stops', 'Fuck You', 'Offended', 'River', 'Scary Movies', 'Brain Damage', 'Just the Two of Us', 'Asshole', 'Stimulate', 'Quitter', 'Ricky Ticky Toc', 'Castle', 'Kim', 'Yellow Brick Road', 'Bad Guy', 'Mosh', 'Soldier', 'Believe', 'Remember Me?', 'Greatest', 'Chance to Advance', 'Normal', 'Survival', 'Untouchable', ""My Dad's Gone Crazy""]",{-0.04},"{'total_named_entities': 366.49721418931944, 'unique_named_entities': 18}"
