avg_total_unique_words,median_avg_total_unique_words,std_avg_total_unique_words,cv_avg_total_unique_words,avg_total_words,median_avg_total_words,std_avg_total_words,cv_avg_total_words,avg_total_names,median_avg_total_names,std_avg_total_names,cv_avg_total_names,avg_total_slangs,median_avg_total_slangs,std_avg_total_slangs,cv_avg_total_slangs,avg_total_curse_words,median_avg_total_curse_words,std_avg_total_curse_words,cv_avg_total_curse_words,summed_predicted_curse_words,summed_predicted_slang_words,summed_predicted_names,summed_word_frequency,found_albums_names_refs,found_songs_names_refs,total_sentiment,average_named_entities
337.69,330.7,28.25,8.37,858.27,841.82,58.12,6.77,3.95,3.93,1.13,28.53,18.0,16.67,4.51,25.04,14.41,14.37,2.86,19.85,"{'shit': 257, 'fuck': 212, 'hit': 95, 'bitch': 85, 'ass': 71, 'Fuck': 65, 'dick': 40, 'bitches': 32, 'damn': 31, 'smoke': 31, 'fucking': 30, 'kill': 29, 'fucked': 23, 'murder': 22, 'shoot': 21, 'shot': 21, 'hell': 21, 'Valium': 19, 'pissed': 19, 'suck': 19, 'niggas': 17, 'goddamn': 17, 'gun': 15, 'fack': 13, 'Hit': 13, 'drugs': 13, 'nuts': 12, 'Shit': 11, 'butt': 11, 'asshole': 11}","{""fuckin'"": 220, ""goin'"": 70, ""nothin'"": 51, ""gettin'"": 48, ""lookin'"": 42, ""talkin'"": 39, ""tryin'"": 38, ""thinkin'"": 30, ""somethin'"": 30, ""motherfuckin'"": 30, ""doin'"": 27, ""comin'"": 26, ""startin'"": 26, ""takin'"": 23, ""feelin'"": 18, 'niggas': 17, ""playin'"": 17, ""bein'"": 15, ""blowin'"": 15, ""Lookin'"": 15, ""layin'"": 15, ""livin'"": 15, ""havin'"": 15, ""makin'"": 13, ""sayin'"": 12, ""Fuckin'"": 12, ""Goin'"": 12, ""givin'"": 11, ""runnin'"": 11, ""Thinkin'"": 10}","{'heart': 40, 'Shady': 33, 'mom': 30, 'Dre': 29, 'Slim': 22, 'Mathers': 16, 'twice': 16, 'Hailie': 15, 'Marshall': 12, 'Eminem': 12, 'Proof': 11, 'Paul': 9, 'kiss': 9, 'Mom': 9, 'bread': 9, 'King': 8, 'John': 8, 'momma': 8, 'Kelly': 7, 'king': 7, 'Kim': 7, 'America': 6, 'LP': 5, 'rush': 5, 'Biggie': 5, 'mama': 5, 'Drake': 4, 'grey': 4, 'future': 4, 'ghost': 4}","{'i': 6035, 'the': 3628, 'you': 3460, 'a': 2518, 'to': 2463, 'and': 2374, 'it': 2038, 'my': 1568, 'me': 1516, 'in': 1353, 'that': 1252, 'like': 1220, 'of': 1057, 'but': 981, 'do': 950, 'on': 893, 'this': 814, 'so': 813, 'your': 794, 'just': 793, 'yeah': 756, 'with': 756, 'is': 737, 'up': 687, 'get': 678, 'what': 645, 'be': 614, 'for': 610, 'no': 530, 'all': 530}","['Music To Be Murdered By', 'D12', 'Infinite', 'Kamikaze', 'Relapse', 'Revival', 'Encore', 'Slim Shady EP', 'The Slim Shady LP', 'Recovery', 'The Eminem Show']","['Murder, Murder', 'Arose', 'Mockingbird', 'Stepping Stone', 'Headlights', 'So Bad', 'Bad Husband', 'Love You More', 'Road Rage', 'In Your Head', 'Open Mic', 'Crack a Bottle', 'Without Me', 'The Monster', 'Marsh', 'Stan', 'Lucifer', 'Bad Guy', 'Criminal', 'Berzerk', 'River', 'Walk on Water', 'Kim', 'She Loves Me', 'Offended', 'Going Through Changes', ""Old Time's Sake"", 'Venom', 'Antichrist', 'Superman', 'Higher', '3 a.m.', 'Underground', 'Black Magic', 'In Too Deep', 'Framed', 'Tobey', 'Bad One', 'Almost Famous', 'Guilty Conscience', 'Amityville', 'Godzilla', 'Remind Me', 'On Fire', 'Darkness', 'Seduction', 'Evil', 'Temporary', 'Farewell', 'Houdini', 'Cold Wind Blows', 'Brain Damage', '8 Mile', 'Premonition', 'Normal', 'Stronger Than I Was', 'Beautiful', 'Not Alike', 'Drips', 'Brainless', 'Zeus', 'Leaving Heaven', 'Insane', 'Tonite', 'Soldier', 'Stepdad', 'Infinite', 'Nowhere Fast', 'Medicine Ball', 'Somebody Save Me', 'So Much Better', 'Bagpipes From Baghdad', 'If I Had', 'Ridaz', 'Killer', ""You Gon' Learn"", 'My Mom', 'Any Man', 'Untouchable', 'White America', 'No Regrets', 'My Darling', 'Head Honcho', 'Discombobulated', 'The Real Slim Shady', 'The Ringer', 'Like Home', 'Those Kinda Nights', 'Unaccommodating', 'Little Engine', 'Castle', 'Believe', 'Nice Guy', 'Business', 'Legacy', 'These Demons', 'Puke', 'Filthy', 'Who Knew', 'Good Guy', 'The Kids', 'I Remember', 'Not Afraid', 'Our House', 'Heat', 'Habits', 'Fall', 'Kamikaze', 'Need Me', 'Hello', 'Kill You', 'Déjà Vu', 'My Name Is', 'Stay Wide Awake', 'Lucky You', ""Cleanin' Out My Closet"", 'I Will', 'Careful What You Wish For', 'Cinderella Man', 'Asshole', 'Must Be the Ganja', 'Fuel', 'My Fault', 'Greatest', 'Evil Twin', 'Rap God', 'Rain Man', 'Book of Rhymes', 'Bully', ""You're Never Over"", 'Chloraseptic', 'Love the Way You Lie', 'Tragic Endings', 'Fuck You', 'No Love', 'Marshall Mathers', 'Never Love Again', 'Gnat', ""Won't Back Down"", 'Survival']",{-0.02},"{'total_named_entities': 232.79256965944273, 'unique_named_entities': 18}"
